Lmod has detected the following error: The following module(s) are unknown:
"python/3.10"

Please check the spelling or version number. Also try "module spider ..."
It is also possible your cache file is out-of-date; it may help to try:
  $ module --ignore_cache load "python/3.10"

Also make sure that all modulefiles written in TCL start with the string
#%Module



[INFO] CNN+BiLSTM | TRAIN=130703 | VAL=2804
[E02] b0010 | loss=0.6175 | acc=0.852
[E02] b0020 | loss=0.6049 | acc=0.820
[E02] b0030 | loss=0.5867 | acc=0.812
[E02] b0040 | loss=0.6565 | acc=0.820
[E02] b0050 | loss=0.6118 | acc=0.797
[E02] b0060 | loss=0.5867 | acc=0.844
[E02] b0070 | loss=0.5798 | acc=0.828
[E02] b0080 | loss=0.5819 | acc=0.820
[E02] b0090 | loss=0.6672 | acc=0.812
[E02] b0100 | loss=0.6013 | acc=0.828
[E02] b0110 | loss=0.5328 | acc=0.836
[E02] b0120 | loss=0.5002 | acc=0.883
[E02] b0130 | loss=0.5542 | acc=0.836
[E02] b0140 | loss=0.6742 | acc=0.797
[E02] b0150 | loss=0.5236 | acc=0.883
[E02] b0160 | loss=0.5708 | acc=0.844
[E02] b0170 | loss=0.7208 | acc=0.688
[E02] b0180 | loss=0.5928 | acc=0.852
[E02] b0190 | loss=0.6594 | acc=0.797
[E02] b0200 | loss=0.5846 | acc=0.836
[E02] b0210 | loss=0.5380 | acc=0.891
[E02] b0220 | loss=0.6001 | acc=0.789
[E02] b0230 | loss=0.6979 | acc=0.758
[E02] b0240 | loss=0.5997 | acc=0.812
[E02] b0250 | loss=0.7078 | acc=0.750
[E02] b0260 | loss=0.6206 | acc=0.836
[E02] b0270 | loss=0.6287 | acc=0.836
[E02] b0280 | loss=0.5706 | acc=0.852
[E02] b0290 | loss=0.5918 | acc=0.852
[E02] b0300 | loss=0.6168 | acc=0.812
[E02] b0310 | loss=0.5993 | acc=0.805
[E02] b0320 | loss=0.5678 | acc=0.805
[E02] b0330 | loss=0.5142 | acc=0.875
[E02] b0340 | loss=0.5474 | acc=0.859
[E02] b0350 | loss=0.6344 | acc=0.805
[E02] b0360 | loss=0.6547 | acc=0.773
[E02] b0370 | loss=0.6722 | acc=0.766
[E02] b0380 | loss=0.6235 | acc=0.828
[E02] b0390 | loss=0.5026 | acc=0.859
[E02] b0400 | loss=0.6496 | acc=0.828
[E02] b0410 | loss=0.6382 | acc=0.805
[E02] b0420 | loss=0.6324 | acc=0.789
[E02] b0430 | loss=0.5087 | acc=0.883
[E02] b0440 | loss=0.5091 | acc=0.844
[E02] b0450 | loss=0.7834 | acc=0.734
[E02] b0460 | loss=0.5932 | acc=0.836
[E02] b0470 | loss=0.5948 | acc=0.836
[E02] b0480 | loss=0.6437 | acc=0.812
[E02] b0490 | loss=0.6616 | acc=0.820
[E02] b0500 | loss=0.5632 | acc=0.883
[E02] b0510 | loss=0.5494 | acc=0.867
[E02] b0520 | loss=0.4833 | acc=0.883
[E02] b0530 | loss=0.5576 | acc=0.852
[E02] b0540 | loss=0.6112 | acc=0.820
[E02] b0550 | loss=0.5628 | acc=0.828
[E02] b0560 | loss=0.4943 | acc=0.891
[E02] b0570 | loss=0.5144 | acc=0.852
[E02] b0580 | loss=0.5383 | acc=0.859
[E02] b0590 | loss=0.5884 | acc=0.844
[E02] b0600 | loss=0.6078 | acc=0.805
[E02] b0610 | loss=0.5060 | acc=0.852
[E02] b0620 | loss=0.5508 | acc=0.859
[E02] b0630 | loss=0.5115 | acc=0.859
[E02] b0640 | loss=0.5565 | acc=0.844
[E02] b0650 | loss=0.4865 | acc=0.883
[E02] b0660 | loss=0.6662 | acc=0.805
[E02] b0670 | loss=0.5518 | acc=0.805
[E02] b0680 | loss=0.5227 | acc=0.867
[E02] b0690 | loss=0.5178 | acc=0.852
[E02] b0700 | loss=0.5974 | acc=0.820
[E02] b0710 | loss=0.6268 | acc=0.828
[E02] b0720 | loss=0.6525 | acc=0.812
[E02] b0730 | loss=0.5338 | acc=0.859
[E02] b0740 | loss=0.5923 | acc=0.812
[E02] b0750 | loss=0.6895 | acc=0.797
[E02] b0760 | loss=0.6378 | acc=0.805
[E02] b0770 | loss=0.5598 | acc=0.828
[E02] b0780 | loss=0.5743 | acc=0.867
[E02] b0790 | loss=0.5759 | acc=0.820
[E02] b0800 | loss=0.5724 | acc=0.836
[E02] b0810 | loss=0.5205 | acc=0.836
[E02] b0820 | loss=0.5664 | acc=0.836
[E02] b0830 | loss=0.5070 | acc=0.891
[E02] b0840 | loss=0.5611 | acc=0.805
[E02] b0850 | loss=0.4649 | acc=0.891
[E02] b0860 | loss=0.5955 | acc=0.820
[E02] b0870 | loss=0.5466 | acc=0.828
[E02] b0880 | loss=0.4501 | acc=0.906
[E02] b0890 | loss=0.5391 | acc=0.852
[E02] b0900 | loss=0.5817 | acc=0.859
[E02] b0910 | loss=0.6029 | acc=0.820
[E02] b0920 | loss=0.6336 | acc=0.773
[E02] b0930 | loss=0.6527 | acc=0.797
[E02] b0940 | loss=0.5504 | acc=0.844
[E02] b0950 | loss=0.6052 | acc=0.812
[E02] b0960 | loss=0.5903 | acc=0.805
[E02] b0970 | loss=0.6408 | acc=0.820
[E02] b0980 | loss=0.5360 | acc=0.828
[E02] b0990 | loss=0.5515 | acc=0.859
[E02] b1000 | loss=0.5688 | acc=0.828
[E02] b1010 | loss=0.6021 | acc=0.828
[E02] b1020 | loss=0.5766 | acc=0.836
[E02] total_loss=591.244 | VAL acc=0.916 | F1=0.770 | kappa=0.835
[SAVE] New best BiLSTM (by F1)
[E03] b0000 | loss=0.5301 | acc=0.875
[E03] b0010 | loss=0.5749 | acc=0.828
[E03] b0020 | loss=0.5017 | acc=0.898
[E03] b0030 | loss=0.4988 | acc=0.867
[E03] b0040 | loss=0.6266 | acc=0.805
[E03] b0050 | loss=0.5614 | acc=0.867
[E03] b0060 | loss=0.6132 | acc=0.820
[E03] b0070 | loss=0.5444 | acc=0.859
[E03] b0080 | loss=0.4622 | acc=0.914
[E03] b0090 | loss=0.6018 | acc=0.828
[E03] b0100 | loss=0.7351 | acc=0.789
[E03] b0110 | loss=0.5259 | acc=0.883
[E03] b0120 | loss=0.5975 | acc=0.812
[E03] b0130 | loss=0.6906 | acc=0.789
[E03] b0140 | loss=0.5297 | acc=0.859
[E03] b0150 | loss=0.5703 | acc=0.812
[E03] b0160 | loss=0.4631 | acc=0.906
[E03] b0170 | loss=0.4924 | acc=0.883
[E03] b0180 | loss=0.5451 | acc=0.852
[E03] b0190 | loss=0.6828 | acc=0.820
[E03] b0200 | loss=0.5199 | acc=0.883
[E03] b0210 | loss=0.4602 | acc=0.883
[E03] b0220 | loss=0.5064 | acc=0.883
[E03] b0230 | loss=0.4555 | acc=0.898
[E03] b0240 | loss=0.4613 | acc=0.891
[E03] b0250 | loss=0.4388 | acc=0.898
[E03] b0260 | loss=0.5474 | acc=0.867
[E03] b0270 | loss=0.5324 | acc=0.867
[E03] b0280 | loss=0.5792 | acc=0.828
[E03] b0290 | loss=0.4912 | acc=0.883
[E03] b0300 | loss=0.5143 | acc=0.875
[E03] b0310 | loss=0.5790 | acc=0.844
[E03] b0320 | loss=0.5155 | acc=0.867
[E03] b0330 | loss=0.5479 | acc=0.820
[E03] b0340 | loss=0.5473 | acc=0.867
[E03] b0350 | loss=0.5058 | acc=0.859
[E03] b0360 | loss=0.5843 | acc=0.812
[E03] b0370 | loss=0.5053 | acc=0.883
[E03] b0380 | loss=0.5093 | acc=0.852
[E03] b0390 | loss=0.4931 | acc=0.859
[E03] b0400 | loss=0.7489 | acc=0.789
[E03] b0410 | loss=0.5144 | acc=0.883
[E03] b0420 | loss=0.5255 | acc=0.891
[E03] b0430 | loss=0.4447 | acc=0.898
[E03] b0440 | loss=0.5147 | acc=0.867
[E03] b0450 | loss=0.7043 | acc=0.789
[E03] b0460 | loss=0.4757 | acc=0.898
[E03] b0470 | loss=0.5165 | acc=0.852
[E03] b0480 | loss=0.6319 | acc=0.789
[E03] b0490 | loss=0.5440 | acc=0.852
[E03] b0500 | loss=0.5208 | acc=0.859
[E03] b0510 | loss=0.5958 | acc=0.805
[E03] b0520 | loss=0.5254 | acc=0.898
[E03] b0530 | loss=0.5154 | acc=0.891
[E03] b0540 | loss=0.5272 | acc=0.883
[E03] b0550 | loss=0.5256 | acc=0.867
[E03] b0560 | loss=0.5371 | acc=0.844
[E03] b0570 | loss=0.5672 | acc=0.828
[E03] b0580 | loss=0.5453 | acc=0.867
[E03] b0590 | loss=0.6720 | acc=0.820
[E03] b0600 | loss=0.6200 | acc=0.828
[E03] b0610 | loss=0.5368 | acc=0.867
[E03] b0620 | loss=0.5056 | acc=0.859
[E03] b0630 | loss=0.5082 | acc=0.875
[E03] b0640 | loss=0.4629 | acc=0.883
[E03] b0650 | loss=0.5007 | acc=0.867
[E03] b0660 | loss=0.6009 | acc=0.812
[E03] b0670 | loss=0.5406 | acc=0.852
[E03] b0680 | loss=0.5827 | acc=0.836
[E03] b0690 | loss=0.6415 | acc=0.805
[E03] b0700 | loss=0.4637 | acc=0.883
[E03] b0710 | loss=0.5651 | acc=0.828
[E03] b0720 | loss=0.5457 | acc=0.844
[E03] b0730 | loss=0.6036 | acc=0.820
[E03] b0740 | loss=0.6005 | acc=0.859
[E03] b0750 | loss=0.6789 | acc=0.797
[E03] b0760 | loss=0.5967 | acc=0.820
[E03] b0770 | loss=0.5931 | acc=0.836
[E03] b0780 | loss=0.5999 | acc=0.797
[E03] b0790 | loss=0.5895 | acc=0.820
[E03] b0800 | loss=0.5225 | acc=0.844
[E03] b0810 | loss=0.5191 | acc=0.883
[E03] b0820 | loss=0.5637 | acc=0.836
[E03] b0830 | loss=0.4555 | acc=0.914
[E03] b0840 | loss=0.4674 | acc=0.867
[E03] b0850 | loss=0.4460 | acc=0.922
[E03] b0860 | loss=0.5221 | acc=0.883
[E03] b0870 | loss=0.5169 | acc=0.852
[E03] b0880 | loss=0.5761 | acc=0.875
[E03] b0890 | loss=0.5226 | acc=0.852
[E03] b0900 | loss=0.5063 | acc=0.859
[E03] b0910 | loss=0.4913 | acc=0.898
[E03] b0920 | loss=0.6584 | acc=0.836
[E03] b0930 | loss=0.4866 | acc=0.906
[E03] b0940 | loss=0.4669 | acc=0.891
[E03] b0950 | loss=0.5488 | acc=0.867
[E03] b0960 | loss=0.5405 | acc=0.859
[E03] b0970 | loss=0.4290 | acc=0.938
[E03] b0980 | loss=0.4242 | acc=0.914
[E03] b0990 | loss=0.5755 | acc=0.852
[E03] b1000 | loss=0.5155 | acc=0.891
[E03] b1010 | loss=0.5851 | acc=0.836
[E03] b1020 | loss=0.5019 | acc=0.867
[E03] total_loss=552.380 | VAL acc=0.888 | F1=0.716 | kappa=0.781
[E04] b0000 | loss=0.4599 | acc=0.922
[E04] b0010 | loss=0.5198 | acc=0.859
[E04] b0020 | loss=0.4810 | acc=0.906
[E04] b0030 | loss=0.5202 | acc=0.852
[E04] b0040 | loss=0.4039 | acc=0.930
[E04] b0050 | loss=0.5049 | acc=0.867
[E04] b0060 | loss=0.5497 | acc=0.852
[E04] b0070 | loss=0.4688 | acc=0.883
[E04] b0080 | loss=0.4725 | acc=0.906
[E04] b0090 | loss=0.5279 | acc=0.867
[E04] b0100 | loss=0.5124 | acc=0.852
[E04] b0110 | loss=0.5437 | acc=0.883
[E04] b0120 | loss=0.5450 | acc=0.883
[E04] b0130 | loss=0.5090 | acc=0.883
[E04] b0140 | loss=0.5813 | acc=0.820
[E04] b0150 | loss=0.4555 | acc=0.914
[E04] b0160 | loss=0.4921 | acc=0.914
[E04] b0170 | loss=0.4727 | acc=0.914
[E04] b0180 | loss=0.4968 | acc=0.859
[E04] b0190 | loss=0.5097 | acc=0.867
[E04] b0200 | loss=0.5491 | acc=0.891
[E04] b0210 | loss=0.4871 | acc=0.883
[E04] b0220 | loss=0.6298 | acc=0.805
[E04] b0230 | loss=0.5708 | acc=0.852
[E04] b0240 | loss=0.5655 | acc=0.852
[E04] b0250 | loss=0.5204 | acc=0.836
[E04] b0260 | loss=0.5244 | acc=0.867
[E04] b0270 | loss=0.4718 | acc=0.883
[E04] b0280 | loss=0.4937 | acc=0.914
[E04] b0290 | loss=0.5031 | acc=0.844
[E04] b0300 | loss=0.4581 | acc=0.883
[E04] b0310 | loss=0.5037 | acc=0.883
[E04] b0320 | loss=0.5587 | acc=0.844
[E04] b0330 | loss=0.5098 | acc=0.906
[E04] b0340 | loss=0.5618 | acc=0.867
[E04] b0350 | loss=0.4954 | acc=0.891
[E04] b0360 | loss=0.4960 | acc=0.898
[E04] b0370 | loss=0.4683 | acc=0.891
[E04] b0380 | loss=0.5555 | acc=0.859
[E04] b0390 | loss=0.5234 | acc=0.859
[E04] b0400 | loss=0.5220 | acc=0.859
[E04] b0410 | loss=0.5549 | acc=0.828
[E04] b0420 | loss=0.5184 | acc=0.883
[E04] b0430 | loss=0.5370 | acc=0.867
[E04] b0440 | loss=0.5902 | acc=0.820
[E04] b0450 | loss=0.4107 | acc=0.938
[E04] b0460 | loss=0.4752 | acc=0.883
[E04] b0470 | loss=0.5342 | acc=0.859
[E04] b0480 | loss=0.5900 | acc=0.859
[E04] b0490 | loss=0.5651 | acc=0.852
[E04] b0500 | loss=0.4023 | acc=0.930
[E04] b0510 | loss=0.4941 | acc=0.875
[E04] b0520 | loss=0.4911 | acc=0.875
[E04] b0530 | loss=0.4934 | acc=0.883
[E04] b0540 | loss=0.4614 | acc=0.914
[E04] b0550 | loss=0.5091 | acc=0.867
[E04] b0560 | loss=0.5078 | acc=0.867
[E04] b0570 | loss=0.5624 | acc=0.797
[E04] b0580 | loss=0.5403 | acc=0.883
[E04] b0590 | loss=0.4731 | acc=0.875
[E04] b0600 | loss=0.5940 | acc=0.852
[E04] b0610 | loss=0.5048 | acc=0.875
[E04] b0620 | loss=0.4625 | acc=0.906
[E04] b0630 | loss=0.5511 | acc=0.859
[E04] b0640 | loss=0.4822 | acc=0.867
[E04] b0650 | loss=0.5295 | acc=0.859
[E04] b0660 | loss=0.6043 | acc=0.828
[E04] b0670 | loss=0.5603 | acc=0.875
[E04] b0680 | loss=0.4707 | acc=0.883
[E04] b0690 | loss=0.4858 | acc=0.859
[E04] b0700 | loss=0.4867 | acc=0.875
[E04] b0710 | loss=0.4756 | acc=0.875
[E04] b0720 | loss=0.4867 | acc=0.891
[E04] b0730 | loss=0.4465 | acc=0.906
[E04] b0740 | loss=0.4319 | acc=0.898
[E04] b0750 | loss=0.4650 | acc=0.906
[E04] b0760 | loss=0.4310 | acc=0.922
[E04] b0770 | loss=0.5179 | acc=0.859
[E04] b0780 | loss=0.4781 | acc=0.891
[E04] b0790 | loss=0.5334 | acc=0.867
[E04] b0800 | loss=0.4545 | acc=0.906
[E04] b0810 | loss=0.4888 | acc=0.891
[E04] b0820 | loss=0.4453 | acc=0.914
[E04] b0830 | loss=0.5258 | acc=0.836
[E04] b0840 | loss=0.4229 | acc=0.898
[E04] b0850 | loss=0.4990 | acc=0.859
[E04] b0860 | loss=0.4799 | acc=0.883
[E04] b0870 | loss=0.5476 | acc=0.875
[E04] b0880 | loss=0.4856 | acc=0.883
[E04] b0890 | loss=0.4735 | acc=0.906
[E04] b0900 | loss=0.5315 | acc=0.883
[E04] b0910 | loss=0.4641 | acc=0.883
[E04] b0920 | loss=0.4995 | acc=0.883
[E04] b0930 | loss=0.4427 | acc=0.922
[E04] b0940 | loss=0.5514 | acc=0.875
[E04] b0950 | loss=0.5288 | acc=0.859
[E04] b0960 | loss=0.5026 | acc=0.875
[E04] b0970 | loss=0.5344 | acc=0.867
[E04] b0980 | loss=0.4110 | acc=0.930
[E04] b0990 | loss=0.4658 | acc=0.867
[E04] b1000 | loss=0.4682 | acc=0.922
[E04] b1010 | loss=0.5079 | acc=0.891
[E04] b1020 | loss=0.4853 | acc=0.875
[E04] total_loss=519.686 | VAL acc=0.891 | F1=0.716 | kappa=0.786
[E05] b0000 | loss=0.4940 | acc=0.883
[E05] b0010 | loss=0.4211 | acc=0.922
[E05] b0020 | loss=0.4545 | acc=0.891
[E05] b0030 | loss=0.4284 | acc=0.906
[E05] b0040 | loss=0.4821 | acc=0.875
[E05] b0050 | loss=0.6548 | acc=0.812
[E05] b0060 | loss=0.4660 | acc=0.914
[E05] b0070 | loss=0.4181 | acc=0.922
[E05] b0080 | loss=0.5246 | acc=0.867
[E05] b0090 | loss=0.5411 | acc=0.891
[E05] b0100 | loss=0.5074 | acc=0.859
[E05] b0110 | loss=0.4710 | acc=0.867
[E05] b0120 | loss=0.5633 | acc=0.836
[E05] b0130 | loss=0.4508 | acc=0.906
[E05] b0140 | loss=0.4818 | acc=0.883
[E05] b0150 | loss=0.4298 | acc=0.906
[E05] b0160 | loss=0.4494 | acc=0.883
[E05] b0170 | loss=0.4597 | acc=0.922
[E05] b0180 | loss=0.5411 | acc=0.836
[E05] b0190 | loss=0.4707 | acc=0.867
[E05] b0200 | loss=0.5404 | acc=0.844
[E05] b0210 | loss=0.4163 | acc=0.922
[E05] b0220 | loss=0.4356 | acc=0.906
[E05] b0230 | loss=0.4820 | acc=0.883
[E05] b0240 | loss=0.4832 | acc=0.875
[E05] b0250 | loss=0.4607 | acc=0.906
[E05] b0260 | loss=0.4351 | acc=0.898
[E05] b0270 | loss=0.4715 | acc=0.875
[E05] b0280 | loss=0.4373 | acc=0.930
[E05] b0290 | loss=0.5785 | acc=0.859
[E05] b0300 | loss=0.4862 | acc=0.891
[E05] b0310 | loss=0.4071 | acc=0.906
[E05] b0320 | loss=0.4061 | acc=0.945
[E05] b0330 | loss=0.4759 | acc=0.883
[E05] b0340 | loss=0.4675 | acc=0.891
[E05] b0350 | loss=0.5394 | acc=0.836
[E05] b0360 | loss=0.4691 | acc=0.867
[E05] b0370 | loss=0.4283 | acc=0.898
[E05] b0380 | loss=0.4183 | acc=0.906
[E05] b0390 | loss=0.5034 | acc=0.883
[E05] b0400 | loss=0.4761 | acc=0.891
[E05] b0410 | loss=0.4220 | acc=0.938
[E05] b0420 | loss=0.6073 | acc=0.820
[E05] b0430 | loss=0.4246 | acc=0.891
[E05] b0440 | loss=0.4088 | acc=0.922
[E05] b0450 | loss=0.4638 | acc=0.891
[E05] b0460 | loss=0.4647 | acc=0.922
[E05] b0470 | loss=0.4705 | acc=0.914
[E05] b0480 | loss=0.4862 | acc=0.914
[E05] b0490 | loss=0.5056 | acc=0.883
[E05] b0500 | loss=0.4039 | acc=0.938
[E05] b0510 | loss=0.3971 | acc=0.938
[E05] b0520 | loss=0.4443 | acc=0.906
[E05] b0530 | loss=0.5079 | acc=0.891
[E05] b0540 | loss=0.4891 | acc=0.867
[E05] b0550 | loss=0.4416 | acc=0.914
[E05] b0560 | loss=0.4393 | acc=0.883
[E05] b0570 | loss=0.5230 | acc=0.852
[E05] b0580 | loss=0.4030 | acc=0.922
[E05] b0590 | loss=0.4986 | acc=0.867
[E05] b0600 | loss=0.5488 | acc=0.875
[E05] b0610 | loss=0.4857 | acc=0.883
[E05] b0620 | loss=0.5126 | acc=0.875
[E05] b0630 | loss=0.5011 | acc=0.844
[E05] b0640 | loss=0.4897 | acc=0.859
[E05] b0650 | loss=0.5712 | acc=0.867
[E05] b0660 | loss=0.5139 | acc=0.844
[E05] b0670 | loss=0.4106 | acc=0.922
[E05] b0680 | loss=0.4455 | acc=0.898
[E05] b0690 | loss=0.4255 | acc=0.898
[E05] b0700 | loss=0.4590 | acc=0.891
[E05] b0710 | loss=0.4935 | acc=0.906
[E05] b0720 | loss=0.4653 | acc=0.883
[E05] b0730 | loss=0.5309 | acc=0.898
[E05] b0740 | loss=0.4238 | acc=0.922
[E05] b0750 | loss=0.4339 | acc=0.891
[E05] b0760 | loss=0.4670 | acc=0.898
[E05] b0770 | loss=0.4873 | acc=0.891
[E05] b0780 | loss=0.5373 | acc=0.867
[E05] b0790 | loss=0.3990 | acc=0.914
[E05] b0800 | loss=0.4320 | acc=0.898
[E05] b0810 | loss=0.4680 | acc=0.883
[E05] b0820 | loss=0.4734 | acc=0.898
[E05] b0830 | loss=0.4588 | acc=0.914
[E05] b0840 | loss=0.4063 | acc=0.938
[E05] b0850 | loss=0.4232 | acc=0.930
[E05] b0860 | loss=0.5104 | acc=0.906
[E05] b0870 | loss=0.4809 | acc=0.883
[E05] b0880 | loss=0.3719 | acc=0.938
[E05] b0890 | loss=0.4724 | acc=0.914
[E05] b0900 | loss=0.4543 | acc=0.914
[E05] b0910 | loss=0.4548 | acc=0.914
[E05] b0920 | loss=0.4374 | acc=0.898
[E05] b0930 | loss=0.5649 | acc=0.875
[E05] b0940 | loss=0.4700 | acc=0.867
[E05] b0950 | loss=0.3418 | acc=0.969
[E05] b0960 | loss=0.4888 | acc=0.859
[E05] b0970 | loss=0.4467 | acc=0.875
[E05] b0980 | loss=0.3662 | acc=0.953
[E05] b0990 | loss=0.5009 | acc=0.867
[E05] b1000 | loss=0.5565 | acc=0.867
[E05] b1010 | loss=0.4540 | acc=0.875
[E05] b1020 | loss=0.6004 | acc=0.844
[E05] total_loss=482.346 | VAL acc=0.888 | F1=0.706 | kappa=0.779
[E06] b0000 | loss=0.4104 | acc=0.930
[E06] b0010 | loss=0.4154 | acc=0.953
[E06] b0020 | loss=0.3780 | acc=0.930
[E06] b0030 | loss=0.4830 | acc=0.906
[E06] b0040 | loss=0.4622 | acc=0.914
[E06] b0050 | loss=0.5079 | acc=0.898
[E06] b0060 | loss=0.4904 | acc=0.898
[E06] b0070 | loss=0.5298 | acc=0.844
[E06] b0080 | loss=0.4035 | acc=0.945
[E06] b0090 | loss=0.4335 | acc=0.906
[E06] b0100 | loss=0.3838 | acc=0.930
[E06] b0110 | loss=0.5025 | acc=0.883
[E06] b0120 | loss=0.4325 | acc=0.922
[E06] b0130 | loss=0.4318 | acc=0.938
[E06] b0140 | loss=0.3872 | acc=0.922
[E06] b0150 | loss=0.4316 | acc=0.906
[E06] b0160 | loss=0.4513 | acc=0.938
[E06] b0170 | loss=0.4084 | acc=0.914
[E06] b0180 | loss=0.5362 | acc=0.852
[E06] b0190 | loss=0.4657 | acc=0.898
[E06] b0200 | loss=0.4767 | acc=0.914
