[CV] k=10 fold=1
[CV] TRAIN subjects (45): ['SC4002E0', 'SC4011E0', 'SC4021E0', 'SC4022E0', 'SC4031E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (5):  ['SC4012E0', 'SC4062E0', 'SC4082E0', 'SC4152E0', 'SC4162E0'] ...
=== DEVICE: cuda ===
=== START TRAIN (CV fold) ===
[F1] [E01] batch 0000 | loss=1.6925 | acc=0.180
[F1] [E05] batch 0260 | loss=0.7328 | acc=0.770
[F1] [E05] batch 0270 | loss=0.7575 | acc=0.730
[F1] [E05] batch 0280 | loss=0.7342 | acc=0.785
[F1] [E05] batch 0290 | loss=0.6574 | acc=0.812
[F1] [E05] batch 0300 | loss=0.7090 | acc=0.773
[F1] [E05] batch 0310 | loss=0.7653 | acc=0.766
[F1] [E05] batch 0320 | loss=0.6536 | acc=0.809
[F1] [E05] batch 0330 | loss=0.7402 | acc=0.777
[F1] [E05] batch 0340 | loss=0.6878 | acc=0.816
[F1] [E05] batch 0350 | loss=0.7346 | acc=0.781
[F1] [E05] batch 0360 | loss=0.7412 | acc=0.750
[F1] [E05] batch 0370 | loss=0.6719 | acc=0.801
[F1] [E05] batch 0380 | loss=0.7463 | acc=0.777
[F1] [E05] batch 0390 | loss=0.6592 | acc=0.824
[F1] [E05] batch 0400 | loss=0.7313 | acc=0.762
[F1] [E05] batch 0410 | loss=0.6563 | acc=0.797
[F1] [E05] batch 0420 | loss=0.7350 | acc=0.766
[F1] [E05] batch 0430 | loss=0.6685 | acc=0.797
[F1] [E05] batch 0440 | loss=0.7254 | acc=0.762
[F1] [E05] batch 0450 | loss=0.7680 | acc=0.762
[F1] [E05] batch 0460 | loss=0.6598 | acc=0.824
[F1] [E05] batch 0470 | loss=0.7449 | acc=0.770
[F1] [E05] total_loss=339.558 | VAL acc=0.937 | F1=0.783 | kappa=0.855
[F1] [E06] batch 0000 | loss=0.7630 | acc=0.742
[F1] [E06] batch 0010 | loss=0.7152 | acc=0.797
[F1] [E06] batch 0020 | loss=0.7298 | acc=0.770
[F1] [E06] batch 0030 | loss=0.8141 | acc=0.750
[F1] [E06] batch 0040 | loss=0.7532 | acc=0.766
[F1] [E06] batch 0050 | loss=0.7151 | acc=0.777
[F1] [E06] batch 0060 | loss=0.7998 | acc=0.770
[F1] [E06] batch 0070 | loss=0.7215 | acc=0.781
[F1] [E06] batch 0080 | loss=0.6986 | acc=0.770
[F1] [E06] batch 0090 | loss=0.7522 | acc=0.762
[F1] [E06] batch 0100 | loss=0.7581 | acc=0.770
[F1] [E06] batch 0110 | loss=0.7019 | acc=0.797
[F1] [E06] batch 0120 | loss=0.7043 | acc=0.785
[F1] [E06] batch 0130 | loss=0.7176 | acc=0.770
[F1] [E06] batch 0140 | loss=0.7841 | acc=0.762
[F1] [E06] batch 0150 | loss=0.7043 | acc=0.754
[F1] [E06] batch 0160 | loss=0.7894 | acc=0.746
[F1] [E06] batch 0170 | loss=0.7194 | acc=0.785
[F1] [E06] batch 0180 | loss=0.7459 | acc=0.805
[F1] [E06] batch 0190 | loss=0.6828 | acc=0.805
[F1] [E06] batch 0200 | loss=0.6868 | acc=0.785
[F1] [E06] batch 0210 | loss=0.7188 | acc=0.773
[F1] [E06] batch 0220 | loss=0.7117 | acc=0.762
[F1] [E06] batch 0230 | loss=0.6688 | acc=0.809
[F1] [E06] batch 0240 | loss=0.7370 | acc=0.742
[F1] [E06] batch 0250 | loss=0.7066 | acc=0.770
[F1] [E06] batch 0260 | loss=0.6614 | acc=0.809
[F1] [E06] batch 0270 | loss=0.6748 | acc=0.812
[F1] [E06] batch 0280 | loss=0.8002 | acc=0.684
[F1] [E06] batch 0290 | loss=0.6554 | acc=0.812
[F1] [E06] batch 0300 | loss=0.6654 | acc=0.816
[F1] [E06] batch 0310 | loss=0.7060 | acc=0.777
[F1] [E06] batch 0320 | loss=0.7319 | acc=0.750
[F1] [E06] batch 0330 | loss=0.7243 | acc=0.777
[F1] [E06] batch 0340 | loss=0.6496 | acc=0.832
[F1] [E06] batch 0350 | loss=0.5817 | acc=0.859
[F1] [E06] batch 0360 | loss=0.7380 | acc=0.777
[F1] [E06] batch 0370 | loss=0.6943 | acc=0.785
[F1] [E06] batch 0380 | loss=0.7473 | acc=0.766
[F1] [E06] batch 0390 | loss=0.7359 | acc=0.773
[F1] [E06] batch 0400 | loss=0.6594 | acc=0.801
[F1] [E06] batch 0410 | loss=0.6635 | acc=0.789
[F1] [E06] batch 0420 | loss=0.7504 | acc=0.750
[F1] [E06] batch 0430 | loss=0.6639 | acc=0.812
[F1] [E06] batch 0440 | loss=0.7205 | acc=0.758
[F1] [E06] batch 0450 | loss=0.7091 | acc=0.785
[F1] [E06] batch 0460 | loss=0.6536 | acc=0.797
[F1] [E06] batch 0470 | loss=0.7328 | acc=0.754
[F1] [E06] total_loss=338.425 | VAL acc=0.944 | F1=0.791 | kappa=0.868
[F1] [E07] batch 0000 | loss=0.6968 | acc=0.797
[F1] [E07] batch 0010 | loss=0.6921 | acc=0.805
[F1] [E07] batch 0020 | loss=0.7602 | acc=0.770
[F1] [E07] batch 0030 | loss=0.7533 | acc=0.773
[F1] [E07] batch 0040 | loss=0.7230 | acc=0.785
[F1] [E07] batch 0050 | loss=0.6862 | acc=0.793
[F1] [E07] batch 0060 | loss=0.6129 | acc=0.832
[F1] [E07] batch 0070 | loss=0.6608 | acc=0.797
[F1] [E07] batch 0080 | loss=0.7003 | acc=0.793
[F1] [E07] batch 0090 | loss=0.6553 | acc=0.805
[F1] [E07] batch 0100 | loss=0.6116 | acc=0.828
[F1] [E07] batch 0110 | loss=0.7353 | acc=0.789
[F1] [E07] batch 0120 | loss=0.6916 | acc=0.773
[F1] [E07] batch 0130 | loss=0.6497 | acc=0.820
[F1] [E07] batch 0140 | loss=0.6985 | acc=0.773
[F1] [E07] batch 0150 | loss=0.8145 | acc=0.734
[F1] [E07] batch 0160 | loss=0.6981 | acc=0.785
[F1] [E07] batch 0170 | loss=0.7177 | acc=0.789
[F1] [E07] batch 0180 | loss=0.7225 | acc=0.785
[F1] [E07] batch 0190 | loss=0.7477 | acc=0.766
[F1] [E07] batch 0200 | loss=0.7176 | acc=0.758
[F1] [E07] batch 0210 | loss=0.6587 | acc=0.820
[F1] [E07] batch 0220 | loss=0.7763 | acc=0.758
[F1] [E07] batch 0230 | loss=0.6816 | acc=0.805
[F1] [E07] batch 0240 | loss=0.6615 | acc=0.812
[F1] [E07] batch 0250 | loss=0.7068 | acc=0.773
[F1] [E07] batch 0260 | loss=0.6398 | acc=0.852
[F1] [E07] batch 0270 | loss=0.6597 | acc=0.824
[F1] [E07] batch 0280 | loss=0.6707 | acc=0.781
[F1] [E07] batch 0290 | loss=0.6667 | acc=0.789
[F1] [E07] batch 0300 | loss=0.6535 | acc=0.805
[F1] [E07] batch 0310 | loss=0.7216 | acc=0.793
[F1] [E07] batch 0320 | loss=0.7364 | acc=0.781
[F1] [E07] batch 0330 | loss=0.6187 | acc=0.816
[F1] [E07] batch 0340 | loss=0.6285 | acc=0.820
[F1] [E07] batch 0350 | loss=0.6946 | acc=0.777
[F1] [E07] batch 0360 | loss=0.6690 | acc=0.816
[F1] [E07] batch 0370 | loss=0.7028 | acc=0.789
[F1] [E07] batch 0380 | loss=0.6584 | acc=0.820
[F1] [E07] batch 0390 | loss=0.7536 | acc=0.746
[F1] [E07] batch 0400 | loss=0.7137 | acc=0.789
[F1] [E07] batch 0410 | loss=0.7341 | acc=0.762
[F1] [E07] batch 0420 | loss=0.6761 | acc=0.773
[F1] [E07] batch 0430 | loss=0.7163 | acc=0.809
[F1] [E07] batch 0440 | loss=0.7455 | acc=0.777
[F1] [E07] batch 0450 | loss=0.7394 | acc=0.754
[F1] [E07] batch 0460 | loss=0.7126 | acc=0.785
[F1] [E07] batch 0470 | loss=0.7071 | acc=0.781
[F1] [E07] total_loss=333.104 | VAL acc=0.942 | F1=0.784 | kappa=0.863
[F1] [E08] batch 0000 | loss=0.7406 | acc=0.766
[F1] [E08] batch 0010 | loss=0.7018 | acc=0.773
[F1] [E08] batch 0020 | loss=0.6945 | acc=0.797
[F1] [E08] batch 0030 | loss=0.6404 | acc=0.828
[F1] [E08] batch 0040 | loss=0.6697 | acc=0.789
[F1] [E08] batch 0050 | loss=0.7536 | acc=0.770
[F1] [E08] batch 0060 | loss=0.7414 | acc=0.770
[F1] [E08] batch 0070 | loss=0.5863 | acc=0.852
[F1] [E08] batch 0080 | loss=0.7138 | acc=0.754
[F1] [E08] batch 0090 | loss=0.6591 | acc=0.805
[F1] [E08] batch 0100 | loss=0.6202 | acc=0.840
[F1] [E08] batch 0110 | loss=0.6685 | acc=0.793
[F1] [E08] batch 0120 | loss=0.6599 | acc=0.809
[F1] [E08] batch 0130 | loss=0.6863 | acc=0.824
[F1] [E08] batch 0140 | loss=0.6820 | acc=0.801
[F1] [E08] batch 0150 | loss=0.7339 | acc=0.750
[F1] [E08] batch 0160 | loss=0.6514 | acc=0.820
[F1] [E08] batch 0170 | loss=0.7263 | acc=0.754
[F1] [E08] batch 0180 | loss=0.6998 | acc=0.777
[F1] [E08] batch 0190 | loss=0.6358 | acc=0.809
[F1] [E08] batch 0200 | loss=0.7127 | acc=0.762
[F1] [E08] batch 0210 | loss=0.6346 | acc=0.816
[F1] [E08] batch 0220 | loss=0.7123 | acc=0.801
[F1] [E08] batch 0230 | loss=0.6983 | acc=0.773
[F1] [E08] batch 0240 | loss=0.6640 | acc=0.809
[F1] [E08] batch 0250 | loss=0.6802 | acc=0.785
[F1] [E08] batch 0260 | loss=0.6717 | acc=0.789
[F1] [E08] batch 0270 | loss=0.6765 | acc=0.824
[F1] [E08] batch 0280 | loss=0.6891 | acc=0.809
[F1] [E08] batch 0290 | loss=0.6706 | acc=0.836
[F1] [E08] batch 0300 | loss=0.7558 | acc=0.773
[F1] [E08] batch 0310 | loss=0.6776 | acc=0.793
[F1] [E08] batch 0320 | loss=0.6872 | acc=0.801
[F1] [E08] batch 0330 | loss=0.7240 | acc=0.801
[F1] [E08] batch 0340 | loss=0.7658 | acc=0.762
[F1] [E08] batch 0350 | loss=0.6346 | acc=0.820
[F1] [E08] batch 0360 | loss=0.6635 | acc=0.805
[F1] [E08] batch 0370 | loss=0.7422 | acc=0.758
[F1] [E08] batch 0380 | loss=0.6796 | acc=0.773
[F1] [E08] batch 0390 | loss=0.7033 | acc=0.797
[F1] [E08] batch 0400 | loss=0.6287 | acc=0.812
[F1] [E08] batch 0410 | loss=0.7132 | acc=0.773
[F1] [E08] batch 0420 | loss=0.7121 | acc=0.770
[F1] [E08] batch 0430 | loss=0.7215 | acc=0.762
[F1] [E08] batch 0440 | loss=0.6460 | acc=0.828
[F1] [E08] batch 0450 | loss=0.6947 | acc=0.785
[F1] [E08] batch 0460 | loss=0.7292 | acc=0.754
[F1] [E08] batch 0470 | loss=0.8116 | acc=0.719
[F1] [E08] total_loss=331.180 | VAL acc=0.940 | F1=0.785 | kappa=0.859
[F1] [E09] batch 0000 | loss=0.7343 | acc=0.789
[F1] [E09] batch 0010 | loss=0.7395 | acc=0.746
[F1] [E09] batch 0020 | loss=0.6886 | acc=0.758
[F1] [E09] batch 0030 | loss=0.6553 | acc=0.828
[F1] [E09] batch 0040 | loss=0.6267 | acc=0.840
[F1] [E09] batch 0050 | loss=0.6696 | acc=0.832
[F1] [E09] batch 0060 | loss=0.6765 | acc=0.805
[F1] [E09] batch 0070 | loss=0.7343 | acc=0.781
[F1] [E09] batch 0080 | loss=0.6641 | acc=0.805
[F1] [E09] batch 0090 | loss=0.6426 | acc=0.816
[F1] [E09] batch 0100 | loss=0.7183 | acc=0.773
[F1] [E09] batch 0110 | loss=0.6819 | acc=0.801
[F1] [E09] batch 0120 | loss=0.7059 | acc=0.789
[F1] [E09] batch 0130 | loss=0.7032 | acc=0.797
[F1] [E09] batch 0140 | loss=0.6833 | acc=0.781
[F1] [E09] batch 0150 | loss=0.7355 | acc=0.781
[F1] [E09] batch 0160 | loss=0.7163 | acc=0.793
[F1] [E09] batch 0170 | loss=0.6892 | acc=0.809
[F1] [E09] batch 0180 | loss=0.7258 | acc=0.781
[F1] [E09] batch 0190 | loss=0.6778 | acc=0.777
[F1] [E09] batch 0200 | loss=0.6947 | acc=0.820
[F1] [E09] batch 0210 | loss=0.6346 | acc=0.832
[F1] [E09] batch 0220 | loss=0.7146 | acc=0.773
[F1] [E09] batch 0230 | loss=0.6532 | acc=0.809
[F1] [E09] batch 0240 | loss=0.6491 | acc=0.793
[F1] [E09] batch 0250 | loss=0.6665 | acc=0.809
[F1] [E09] batch 0260 | loss=0.7454 | acc=0.758
[F1] [E09] batch 0270 | loss=0.6778 | acc=0.809
[F1] [E09] batch 0280 | loss=0.7364 | acc=0.762
[F1] [E09] batch 0290 | loss=0.6854 | acc=0.777
[F1] [E09] batch 0300 | loss=0.6326 | acc=0.805
[F1] [E09] batch 0310 | loss=0.6610 | acc=0.809
[F1] [E09] batch 0320 | loss=0.7542 | acc=0.738
[F1] [E09] batch 0330 | loss=0.7112 | acc=0.773
[F1] [E09] batch 0340 | loss=0.6500 | acc=0.832
[F1] [E09] batch 0350 | loss=0.7133 | acc=0.781
[F1] [E09] batch 0360 | loss=0.7200 | acc=0.781
[F1] [E09] batch 0370 | loss=0.7377 | acc=0.785
[F1] [E09] batch 0380 | loss=0.7077 | acc=0.766
[F1] [E09] batch 0390 | loss=0.6253 | acc=0.844
