Lmod has detected the following error: The following module(s) are unknown:
"python/3.10"

Please check the spelling or version number. Also try "module spider ..."
It is also possible your cache file is out-of-date; it may help to try:
  $ module --ignore_cache load "python/3.10"

Also make sure that all modulefiles written in TCL start with the string
#%Module



[INFO] Epoch-level CNN | TRAIN=130703 | VAL=2804
[E01] batch 0440 | loss=0.7422 | acc=0.777
[E01] batch 0450 | loss=0.7963 | acc=0.730
[E01] batch 0460 | loss=0.8229 | acc=0.723
[E01] batch 0470 | loss=0.7335 | acc=0.762
[E01] batch 0480 | loss=0.7503 | acc=0.785
[E01] batch 0490 | loss=0.7892 | acc=0.715
[E01] batch 0500 | loss=0.7732 | acc=0.770
[E01] batch 0510 | loss=0.7306 | acc=0.776
[E01] total_loss=477.693 | VAL acc=0.879 | F1=0.705 | kappa=0.767
[SAVE] New best CNN1D (by F1)
[E02] batch 0000 | loss=0.7734 | acc=0.754
[E02] batch 0010 | loss=0.7755 | acc=0.742
[E02] batch 0020 | loss=0.8057 | acc=0.738
[E02] batch 0030 | loss=0.7868 | acc=0.758
[E02] batch 0040 | loss=0.7566 | acc=0.750
[E02] batch 0050 | loss=0.7669 | acc=0.766
[E02] batch 0060 | loss=0.8448 | acc=0.723
[E02] batch 0070 | loss=0.7351 | acc=0.793
[E02] batch 0080 | loss=0.7905 | acc=0.750
[E02] batch 0090 | loss=0.7227 | acc=0.766
[E02] batch 0100 | loss=0.8793 | acc=0.711
[E02] batch 0110 | loss=0.7746 | acc=0.770
[E02] batch 0120 | loss=0.7330 | acc=0.738
[E02] batch 0130 | loss=0.7474 | acc=0.766
[E02] batch 0140 | loss=0.7443 | acc=0.762
[E02] batch 0150 | loss=0.7882 | acc=0.766
[E02] batch 0160 | loss=0.7432 | acc=0.770
[E02] batch 0170 | loss=0.7733 | acc=0.738
[E02] batch 0180 | loss=0.8675 | acc=0.719
[E02] batch 0190 | loss=0.7077 | acc=0.785
[E02] batch 0200 | loss=0.7598 | acc=0.781
[E02] batch 0210 | loss=0.7464 | acc=0.773
[E02] batch 0220 | loss=0.7363 | acc=0.785
[E02] batch 0230 | loss=0.7542 | acc=0.738
[E02] batch 0240 | loss=0.7795 | acc=0.734
[E02] batch 0250 | loss=0.7471 | acc=0.746
[E02] batch 0260 | loss=0.7288 | acc=0.773
[E02] batch 0270 | loss=0.7100 | acc=0.809
[E02] batch 0280 | loss=0.7382 | acc=0.777
[E02] batch 0290 | loss=0.8481 | acc=0.738
[E02] batch 0300 | loss=0.7468 | acc=0.785
[E02] batch 0310 | loss=0.7515 | acc=0.781
[E02] batch 0320 | loss=0.7653 | acc=0.762
[E02] batch 0330 | loss=0.7332 | acc=0.758
[E02] batch 0340 | loss=0.7138 | acc=0.797
[E02] batch 0350 | loss=0.7140 | acc=0.789
[E02] batch 0360 | loss=0.7681 | acc=0.762
[E02] batch 0370 | loss=0.7788 | acc=0.770
[E02] batch 0380 | loss=0.7673 | acc=0.715
[E02] batch 0390 | loss=0.7839 | acc=0.781
[E02] batch 0400 | loss=0.7042 | acc=0.797
[E02] batch 0410 | loss=0.7487 | acc=0.750
[E02] batch 0420 | loss=0.7398 | acc=0.773
[E02] batch 0430 | loss=0.7315 | acc=0.770
[E02] batch 0440 | loss=0.7535 | acc=0.750
[E02] batch 0450 | loss=0.7351 | acc=0.781
[E02] batch 0460 | loss=0.7474 | acc=0.770
[E02] batch 0470 | loss=0.7355 | acc=0.770
[E02] batch 0480 | loss=0.7790 | acc=0.746
[E02] batch 0490 | loss=0.7617 | acc=0.762
[E02] batch 0500 | loss=0.7895 | acc=0.754
[E02] batch 0510 | loss=0.7354 | acc=0.762
[E02] total_loss=386.884 | VAL acc=0.882 | F1=0.706 | kappa=0.769
[SAVE] New best CNN1D (by F1)
[E03] batch 0000 | loss=0.6870 | acc=0.797
[E03] batch 0010 | loss=0.7247 | acc=0.730
[E03] batch 0020 | loss=0.7339 | acc=0.777
[E03] batch 0030 | loss=0.7705 | acc=0.785
[E03] batch 0040 | loss=0.7101 | acc=0.801
[E03] batch 0050 | loss=0.6386 | acc=0.832
[E03] batch 0060 | loss=0.7247 | acc=0.785
[E03] batch 0070 | loss=0.7329 | acc=0.758
[E03] batch 0080 | loss=0.7023 | acc=0.805
[E03] batch 0090 | loss=0.7323 | acc=0.773
[E03] batch 0100 | loss=0.6973 | acc=0.781
[E03] batch 0110 | loss=0.7574 | acc=0.738
[E03] batch 0120 | loss=0.6775 | acc=0.766
[E03] batch 0130 | loss=0.7225 | acc=0.770
[E03] batch 0140 | loss=0.7957 | acc=0.734
[E03] batch 0150 | loss=0.6854 | acc=0.781
[E03] batch 0160 | loss=0.7696 | acc=0.730
[E03] batch 0170 | loss=0.7534 | acc=0.758
[E03] batch 0180 | loss=0.6902 | acc=0.777
[E03] batch 0190 | loss=0.7344 | acc=0.785
[E03] batch 0200 | loss=0.6974 | acc=0.781
[E03] batch 0210 | loss=0.7344 | acc=0.766
[E03] batch 0220 | loss=0.7708 | acc=0.758
[E03] batch 0230 | loss=0.7265 | acc=0.789
[E03] batch 0240 | loss=0.6854 | acc=0.812
[E03] batch 0250 | loss=0.7219 | acc=0.797
[E03] batch 0260 | loss=0.7002 | acc=0.801
[E03] batch 0270 | loss=0.6954 | acc=0.812
[E03] batch 0280 | loss=0.7338 | acc=0.770
[E03] batch 0290 | loss=0.7936 | acc=0.742
[E03] batch 0300 | loss=0.7503 | acc=0.738
[E03] batch 0310 | loss=0.6591 | acc=0.840
[E03] batch 0320 | loss=0.7653 | acc=0.742
[E03] batch 0330 | loss=0.7338 | acc=0.789
[E03] batch 0340 | loss=0.7856 | acc=0.770
[E03] batch 0350 | loss=0.7313 | acc=0.789
[E03] batch 0360 | loss=0.6672 | acc=0.816
[E03] batch 0370 | loss=0.6654 | acc=0.805
[E03] batch 0380 | loss=0.7594 | acc=0.738
[E03] batch 0390 | loss=0.7773 | acc=0.770
[E03] batch 0400 | loss=0.6726 | acc=0.809
[E03] batch 0410 | loss=0.6940 | acc=0.809
[E03] batch 0420 | loss=0.7512 | acc=0.754
[E03] batch 0430 | loss=0.7576 | acc=0.766
[E03] batch 0440 | loss=0.7282 | acc=0.773
[E03] batch 0450 | loss=0.7319 | acc=0.777
[E03] batch 0460 | loss=0.7095 | acc=0.770
[E03] batch 0470 | loss=0.7445 | acc=0.762
[E03] batch 0480 | loss=0.7533 | acc=0.758
[E03] batch 0490 | loss=0.6948 | acc=0.812
[E03] batch 0500 | loss=0.6947 | acc=0.828
[E03] batch 0510 | loss=0.7527 | acc=0.755
[E03] total_loss=371.516 | VAL acc=0.896 | F1=0.730 | kappa=0.795
[SAVE] New best CNN1D (by F1)
[E04] batch 0000 | loss=0.7420 | acc=0.785
[E04] batch 0010 | loss=0.7424 | acc=0.742
[E04] batch 0020 | loss=0.6383 | acc=0.820
[E04] batch 0030 | loss=0.7579 | acc=0.742
[E04] batch 0040 | loss=0.7455 | acc=0.758
[E04] batch 0050 | loss=0.6968 | acc=0.793
[E04] batch 0060 | loss=0.7175 | acc=0.789
[E04] batch 0070 | loss=0.7779 | acc=0.723
[E04] batch 0080 | loss=0.7343 | acc=0.789
[E04] batch 0090 | loss=0.6999 | acc=0.805
[E04] batch 0100 | loss=0.7213 | acc=0.773
[E04] batch 0110 | loss=0.7781 | acc=0.750
[E04] batch 0120 | loss=0.7229 | acc=0.746
[E04] batch 0130 | loss=0.7190 | acc=0.781
[E04] batch 0140 | loss=0.6965 | acc=0.797
[E04] batch 0150 | loss=0.7250 | acc=0.773
[E04] batch 0160 | loss=0.7518 | acc=0.742
[E04] batch 0170 | loss=0.7455 | acc=0.785
[E04] batch 0180 | loss=0.6571 | acc=0.801
[E04] batch 0190 | loss=0.6695 | acc=0.809
[E04] batch 0200 | loss=0.7311 | acc=0.793
[E04] batch 0210 | loss=0.6943 | acc=0.797
[E04] batch 0220 | loss=0.6563 | acc=0.812
[E04] batch 0230 | loss=0.7297 | acc=0.773
[E04] batch 0240 | loss=0.7194 | acc=0.766
[E04] batch 0250 | loss=0.7437 | acc=0.766
[E04] batch 0260 | loss=0.6812 | acc=0.793
[E04] batch 0270 | loss=0.7059 | acc=0.777
[E04] batch 0280 | loss=0.7223 | acc=0.770
[E04] batch 0290 | loss=0.6705 | acc=0.805
[E04] batch 0300 | loss=0.7001 | acc=0.777
[E04] batch 0310 | loss=0.6665 | acc=0.805
[E04] batch 0320 | loss=0.6679 | acc=0.809
[E04] batch 0330 | loss=0.6893 | acc=0.777
[E04] batch 0340 | loss=0.6891 | acc=0.797
[E04] batch 0350 | loss=0.7235 | acc=0.789
[E04] batch 0360 | loss=0.6957 | acc=0.781
[E04] batch 0370 | loss=0.7915 | acc=0.758
[E04] batch 0380 | loss=0.7104 | acc=0.781
[E04] batch 0390 | loss=0.7264 | acc=0.738
[E04] batch 0400 | loss=0.6995 | acc=0.801
[E04] batch 0410 | loss=0.6481 | acc=0.820
[E04] batch 0420 | loss=0.7545 | acc=0.770
[E04] batch 0430 | loss=0.7215 | acc=0.773
[E04] batch 0440 | loss=0.6946 | acc=0.801
[E04] batch 0450 | loss=0.6955 | acc=0.781
[E04] batch 0460 | loss=0.6681 | acc=0.809
[E04] batch 0470 | loss=0.6992 | acc=0.789
[E04] batch 0480 | loss=0.6858 | acc=0.816
[E04] batch 0490 | loss=0.6689 | acc=0.812
[E04] batch 0500 | loss=0.7242 | acc=0.789
[E04] batch 0510 | loss=0.7057 | acc=0.790
[E04] total_loss=362.664 | VAL acc=0.891 | F1=0.727 | kappa=0.788
[E05] batch 0000 | loss=0.6719 | acc=0.812
[E05] batch 0010 | loss=0.7767 | acc=0.762
[E05] batch 0020 | loss=0.6933 | acc=0.773
[E05] batch 0030 | loss=0.6707 | acc=0.816
[E05] batch 0040 | loss=0.6557 | acc=0.801
[E05] batch 0050 | loss=0.6938 | acc=0.758
[E05] batch 0060 | loss=0.6928 | acc=0.773
[E05] batch 0070 | loss=0.7690 | acc=0.766
[E05] batch 0080 | loss=0.7290 | acc=0.766
[E05] batch 0090 | loss=0.6705 | acc=0.836
[E05] batch 0100 | loss=0.6973 | acc=0.805
[E05] batch 0110 | loss=0.6959 | acc=0.789
[E05] batch 0120 | loss=0.6929 | acc=0.770
[E05] batch 0130 | loss=0.7073 | acc=0.758
[E05] batch 0140 | loss=0.6906 | acc=0.766
[E05] batch 0150 | loss=0.6831 | acc=0.797
[E05] batch 0160 | loss=0.7329 | acc=0.754
[E05] batch 0170 | loss=0.7239 | acc=0.777
[E05] batch 0180 | loss=0.6723 | acc=0.789
[E05] batch 0190 | loss=0.7129 | acc=0.789
[E05] batch 0200 | loss=0.7507 | acc=0.758
[E05] batch 0210 | loss=0.7165 | acc=0.773
[E05] batch 0220 | loss=0.7531 | acc=0.766
[E05] batch 0230 | loss=0.6803 | acc=0.777
[E05] batch 0240 | loss=0.7529 | acc=0.746
[E05] batch 0250 | loss=0.6542 | acc=0.812
[E05] batch 0260 | loss=0.7324 | acc=0.785
[E05] batch 0270 | loss=0.6754 | acc=0.809
[E05] batch 0280 | loss=0.7016 | acc=0.777
[E05] batch 0290 | loss=0.7081 | acc=0.781
[E05] batch 0300 | loss=0.6589 | acc=0.832
[E05] batch 0310 | loss=0.6746 | acc=0.805
[E05] batch 0320 | loss=0.6426 | acc=0.820
[E05] batch 0330 | loss=0.6976 | acc=0.785
[E05] batch 0340 | loss=0.6498 | acc=0.852
[E05] batch 0350 | loss=0.7165 | acc=0.777
[E05] batch 0360 | loss=0.6893 | acc=0.766
[E05] batch 0370 | loss=0.7242 | acc=0.777
[E05] batch 0380 | loss=0.6662 | acc=0.852
[E05] batch 0390 | loss=0.6979 | acc=0.797
[E05] batch 0400 | loss=0.6477 | acc=0.828
[E05] batch 0410 | loss=0.6589 | acc=0.801
[E05] batch 0420 | loss=0.7033 | acc=0.770
[E05] batch 0430 | loss=0.7241 | acc=0.777
[E05] batch 0440 | loss=0.7474 | acc=0.742
[E05] batch 0450 | loss=0.7267 | acc=0.777
[E05] batch 0460 | loss=0.6947 | acc=0.773
[E05] batch 0470 | loss=0.7237 | acc=0.781
[E05] batch 0480 | loss=0.6887 | acc=0.770
[E05] batch 0490 | loss=0.8141 | acc=0.699
[E05] batch 0500 | loss=0.7214 | acc=0.762
[E05] batch 0510 | loss=0.7212 | acc=0.776
[E05] total_loss=360.728 | VAL acc=0.873 | F1=0.679 | kappa=0.754
[E06] batch 0000 | loss=0.7289 | acc=0.766
[E06] batch 0010 | loss=0.7384 | acc=0.746
[E06] batch 0020 | loss=0.7272 | acc=0.766
[E06] batch 0030 | loss=0.6719 | acc=0.785
[E06] batch 0040 | loss=0.7350 | acc=0.773
[E06] batch 0050 | loss=0.7473 | acc=0.773
[E06] batch 0060 | loss=0.6730 | acc=0.805
[E06] batch 0070 | loss=0.7347 | acc=0.766
[E06] batch 0080 | loss=0.7131 | acc=0.777
[E06] batch 0090 | loss=0.6875 | acc=0.793
[E06] batch 0100 | loss=0.7551 | acc=0.766
[E06] batch 0110 | loss=0.7383 | acc=0.793
[E06] batch 0120 | loss=0.6486 | acc=0.801
[E06] batch 0130 | loss=0.7778 | acc=0.754
[E06] batch 0140 | loss=0.7226 | acc=0.801
[E06] batch 0150 | loss=0.7759 | acc=0.746
[E06] batch 0160 | loss=0.6869 | acc=0.812
[E06] batch 0170 | loss=0.7465 | acc=0.746
[E06] batch 0180 | loss=0.6619 | acc=0.785
[E06] batch 0190 | loss=0.7356 | acc=0.742
[E06] batch 0200 | loss=0.7012 | acc=0.777
[E06] batch 0210 | loss=0.7361 | acc=0.766
[E06] batch 0220 | loss=0.6806 | acc=0.785
[E06] batch 0230 | loss=0.6752 | acc=0.809
[E06] batch 0240 | loss=0.6822 | acc=0.816
[E06] batch 0250 | loss=0.7633 | acc=0.746
[E06] batch 0260 | loss=0.6686 | acc=0.824
[E06] batch 0270 | loss=0.6915 | acc=0.777
[E06] batch 0280 | loss=0.7283 | acc=0.781
[E06] batch 0290 | loss=0.7012 | acc=0.816
[E06] batch 0300 | loss=0.7079 | acc=0.789
[E06] batch 0310 | loss=0.7437 | acc=0.762
[E06] batch 0320 | loss=0.7034 | acc=0.793
[E06] batch 0330 | loss=0.6843 | acc=0.789
[E06] batch 0340 | loss=0.6567 | acc=0.828
[E06] batch 0350 | loss=0.6983 | acc=0.812
[E06] batch 0360 | loss=0.6941 | acc=0.789
[E06] batch 0370 | loss=0.6811 | acc=0.797
[E06] batch 0380 | loss=0.7044 | acc=0.770
[E06] batch 0390 | loss=0.7467 | acc=0.770
[E06] batch 0400 | loss=0.6359 | acc=0.820
[E06] batch 0410 | loss=0.6739 | acc=0.828
[E06] batch 0420 | loss=0.7182 | acc=0.797
[E06] batch 0430 | loss=0.7030 | acc=0.766
[E06] batch 0440 | loss=0.7074 | acc=0.797
[E06] batch 0450 | loss=0.6419 | acc=0.805
[E06] batch 0460 | loss=0.7383 | acc=0.770
[E06] batch 0470 | loss=0.7481 | acc=0.789
[E06] batch 0480 | loss=0.6644 | acc=0.812
[E06] batch 0490 | loss=0.6857 | acc=0.809
[E06] batch 0500 | loss=0.6649 | acc=0.805
[E06] batch 0510 | loss=0.6583 | acc=0.776
[E06] total_loss=357.433 | VAL acc=0.857 | F1=0.666 | kappa=0.726
[E07] batch 0000 | loss=0.6830 | acc=0.793
[E07] batch 0010 | loss=0.6641 | acc=0.785
[E07] batch 0020 | loss=0.6826 | acc=0.781
[E07] batch 0030 | loss=0.6393 | acc=0.836
[E07] batch 0040 | loss=0.6944 | acc=0.805
[E07] batch 0050 | loss=0.6693 | acc=0.793
[E07] batch 0060 | loss=0.6995 | acc=0.801
[E07] batch 0070 | loss=0.7118 | acc=0.773
[E07] batch 0080 | loss=0.6801 | acc=0.785
[E07] batch 0090 | loss=0.6598 | acc=0.840
[E07] batch 0100 | loss=0.6583 | acc=0.809
[E07] batch 0110 | loss=0.7153 | acc=0.773
[E07] batch 0120 | loss=0.7517 | acc=0.773
[E07] batch 0130 | loss=0.7518 | acc=0.762
[E07] batch 0140 | loss=0.6794 | acc=0.801
[E07] batch 0150 | loss=0.6745 | acc=0.793
[E07] batch 0160 | loss=0.6515 | acc=0.801
[E07] batch 0170 | loss=0.6785 | acc=0.801
[E07] batch 0180 | loss=0.7536 | acc=0.750
[E07] batch 0190 | loss=0.7562 | acc=0.727
[E07] batch 0200 | loss=0.6834 | acc=0.805
[E07] batch 0210 | loss=0.7473 | acc=0.734
[E07] batch 0220 | loss=0.7103 | acc=0.805
[E07] batch 0230 | loss=0.7753 | acc=0.730
[E07] batch 0240 | loss=0.7397 | acc=0.789
[E07] batch 0250 | loss=0.6571 | acc=0.816
[E07] batch 0260 | loss=0.7180 | acc=0.766
[E07] batch 0270 | loss=0.6957 | acc=0.785
[E07] batch 0280 | loss=0.6838 | acc=0.809
[E07] batch 0290 | loss=0.6996 | acc=0.789
[E07] batch 0300 | loss=0.6958 | acc=0.805
[E07] batch 0310 | loss=0.7310 | acc=0.766
[E07] batch 0320 | loss=0.6929 | acc=0.797
[E07] batch 0330 | loss=0.6976 | acc=0.766
[E07] batch 0340 | loss=0.6809 | acc=0.801
[E07] batch 0350 | loss=0.6900 | acc=0.789
[E07] batch 0360 | loss=0.7148 | acc=0.797
[E07] batch 0370 | loss=0.6548 | acc=0.824
[E07] batch 0380 | loss=0.6537 | acc=0.832
[E07] batch 0390 | loss=0.7333 | acc=0.777
[E07] batch 0400 | loss=0.6829 | acc=0.777
[E07] batch 0410 | loss=0.7228 | acc=0.746
[E07] batch 0420 | loss=0.6712 | acc=0.809
[E07] batch 0430 | loss=0.7097 | acc=0.785
[E07] batch 0440 | loss=0.6778 | acc=0.797
[E07] batch 0450 | loss=0.7098 | acc=0.785
[E07] batch 0460 | loss=0.6608 | acc=0.809
[E07] batch 0470 | loss=0.6621 | acc=0.805
[E07] batch 0480 | loss=0.7013 | acc=0.770
[E07] batch 0490 | loss=0.6278 | acc=0.828
[E07] batch 0500 | loss=0.6484 | acc=0.809
[E07] batch 0510 | loss=0.7325 | acc=0.790
[E07] total_loss=354.012 | VAL acc=0.880 | F1=0.712 | kappa=0.770
[E08] batch 0000 | loss=0.7195 | acc=0.781
[E08] batch 0010 | loss=0.8058 | acc=0.750
[E08] batch 0020 | loss=0.6216 | acc=0.832
[E08] batch 0030 | loss=0.6486 | acc=0.793
[E08] batch 0040 | loss=0.6404 | acc=0.820
[E08] batch 0050 | loss=0.6095 | acc=0.840
[E08] batch 0060 | loss=0.7175 | acc=0.766
[E08] batch 0070 | loss=0.7559 | acc=0.766
[E08] batch 0080 | loss=0.6410 | acc=0.816
[E08] batch 0090 | loss=0.7434 | acc=0.777
[E08] batch 0100 | loss=0.6718 | acc=0.797
[E08] batch 0110 | loss=0.6721 | acc=0.797
[E08] batch 0120 | loss=0.6859 | acc=0.816
[E08] batch 0130 | loss=0.6759 | acc=0.812
[E08] batch 0140 | loss=0.6377 | acc=0.816
[E08] batch 0150 | loss=0.6938 | acc=0.777
[E08] batch 0160 | loss=0.7259 | acc=0.781
[E08] batch 0170 | loss=0.6524 | acc=0.805
[E08] batch 0180 | loss=0.6828 | acc=0.773
[E08] batch 0190 | loss=0.6850 | acc=0.777
[E08] batch 0200 | loss=0.6515 | acc=0.812
[E08] batch 0210 | loss=0.6180 | acc=0.828
[E08] batch 0220 | loss=0.6688 | acc=0.809
[E08] batch 0230 | loss=0.7108 | acc=0.762
[E08] batch 0240 | loss=0.6489 | acc=0.824
[E08] batch 0250 | loss=0.6587 | acc=0.793
[E08] batch 0260 | loss=0.6604 | acc=0.793
[E08] batch 0270 | loss=0.6508 | acc=0.809
[E08] batch 0280 | loss=0.6999 | acc=0.812
[E08] batch 0290 | loss=0.6172 | acc=0.840
[E08] batch 0300 | loss=0.7311 | acc=0.785
[E08] batch 0310 | loss=0.6037 | acc=0.844
[E08] batch 0320 | loss=0.7025 | acc=0.797
[E08] batch 0330 | loss=0.6937 | acc=0.828
[E08] batch 0340 | loss=0.7018 | acc=0.801
[E08] batch 0350 | loss=0.6176 | acc=0.805
[E08] batch 0360 | loss=0.6470 | acc=0.816
[E08] batch 0370 | loss=0.6937 | acc=0.832
[E08] batch 0380 | loss=0.7403 | acc=0.777
[E08] batch 0390 | loss=0.7311 | acc=0.766
[E08] batch 0400 | loss=0.6737 | acc=0.785
[E08] batch 0410 | loss=0.7862 | acc=0.738
[E08] batch 0420 | loss=0.6689 | acc=0.805
[E08] batch 0430 | loss=0.6482 | acc=0.797
[E08] batch 0440 | loss=0.6707 | acc=0.770
[E08] batch 0450 | loss=0.6905 | acc=0.801
[E08] batch 0460 | loss=0.7345 | acc=0.773
[E08] batch 0470 | loss=0.6593 | acc=0.793
[E08] batch 0480 | loss=0.7434 | acc=0.777
[E08] batch 0490 | loss=0.6727 | acc=0.820
[E08] batch 0500 | loss=0.7049 | acc=0.762
[E08] batch 0510 | loss=0.7298 | acc=0.769
[E08] total_loss=351.878 | VAL acc=0.890 | F1=0.715 | kappa=0.784
[E09] batch 0000 | loss=0.6493 | acc=0.816
[E09] batch 0010 | loss=0.6576 | acc=0.816
[E09] batch 0020 | loss=0.6657 | acc=0.777
[E09] batch 0030 | loss=0.6885 | acc=0.805
[E09] batch 0040 | loss=0.7064 | acc=0.801
[E09] batch 0050 | loss=0.6960 | acc=0.789
[E09] batch 0060 | loss=0.7058 | acc=0.797
[E09] batch 0070 | loss=0.6799 | acc=0.805
[E09] batch 0080 | loss=0.6576 | acc=0.805
[E09] batch 0090 | loss=0.6629 | acc=0.805
[E09] batch 0100 | loss=0.6440 | acc=0.832
[E09] batch 0110 | loss=0.6653 | acc=0.836
[E09] batch 0120 | loss=0.6827 | acc=0.793
[E09] batch 0130 | loss=0.6934 | acc=0.781
[E09] batch 0140 | loss=0.7031 | acc=0.781
[E09] batch 0150 | loss=0.6650 | acc=0.801
[E09] batch 0160 | loss=0.7338 | acc=0.785
[E09] batch 0170 | loss=0.6867 | acc=0.824
[E09] batch 0180 | loss=0.6330 | acc=0.809
[E09] batch 0190 | loss=0.7125 | acc=0.820
[E09] batch 0200 | loss=0.6787 | acc=0.781
[E09] batch 0210 | loss=0.6273 | acc=0.832
[E09] batch 0220 | loss=0.7320 | acc=0.758
[E09] batch 0230 | loss=0.6867 | acc=0.805
[E09] batch 0240 | loss=0.6400 | acc=0.828
[E09] batch 0250 | loss=0.6657 | acc=0.805
[E09] batch 0260 | loss=0.6890 | acc=0.812
[E09] batch 0270 | loss=0.7239 | acc=0.785
[E09] batch 0280 | loss=0.6995 | acc=0.809
[E09] batch 0290 | loss=0.7182 | acc=0.770
[E09] batch 0300 | loss=0.7738 | acc=0.750
[E09] batch 0310 | loss=0.6517 | acc=0.805
[E09] batch 0320 | loss=0.6784 | acc=0.805
[E09] batch 0330 | loss=0.6553 | acc=0.781
[E09] batch 0340 | loss=0.7067 | acc=0.773
[E09] batch 0350 | loss=0.6927 | acc=0.770
[E09] batch 0360 | loss=0.7214 | acc=0.754
[E09] batch 0370 | loss=0.6835 | acc=0.797
[E09] batch 0380 | loss=0.6951 | acc=0.793
[E09] batch 0390 | loss=0.7610 | acc=0.770
[E09] batch 0400 | loss=0.6070 | acc=0.832
[E09] batch 0410 | loss=0.6279 | acc=0.836
[E09] batch 0420 | loss=0.7644 | acc=0.730
[E09] batch 0430 | loss=0.6836 | acc=0.797
[E09] batch 0440 | loss=0.6918 | acc=0.797
[E09] batch 0450 | loss=0.6592 | acc=0.832
[E09] batch 0460 | loss=0.7309 | acc=0.797
[E09] batch 0470 | loss=0.7078 | acc=0.781
[E09] batch 0480 | loss=0.7008 | acc=0.785
[E09] batch 0490 | loss=0.6994 | acc=0.797
[E09] batch 0500 | loss=0.7007 | acc=0.809
[E09] batch 0510 | loss=0.6700 | acc=0.811
[E09] total_loss=348.749 | VAL acc=0.896 | F1=0.733 | kappa=0.796
[SAVE] New best CNN1D (by F1)
[E10] batch 0000 | loss=0.7503 | acc=0.750
[E10] batch 0010 | loss=0.6748 | acc=0.797
[E10] batch 0020 | loss=0.6676 | acc=0.797
[E10] batch 0030 | loss=0.6766 | acc=0.777
[E10] batch 0040 | loss=0.6364 | acc=0.824
[E10] batch 0050 | loss=0.6160 | acc=0.805
[E10] batch 0060 | loss=0.6809 | acc=0.773
[E10] batch 0070 | loss=0.6738 | acc=0.797
[E10] batch 0080 | loss=0.6852 | acc=0.809
[E10] batch 0090 | loss=0.6187 | acc=0.844
[E10] batch 0100 | loss=0.7193 | acc=0.812
[E10] batch 0110 | loss=0.6914 | acc=0.809
[E10] batch 0120 | loss=0.6992 | acc=0.781
[E10] batch 0130 | loss=0.7023 | acc=0.789
[E10] batch 0140 | loss=0.7120 | acc=0.777
[E10] batch 0150 | loss=0.7308 | acc=0.758
[E10] batch 0160 | loss=0.6807 | acc=0.805
